Cast Vote Record,Precinct,Ballot Style,Rep. to Congress 1st Choice District 2,Rep. to Congress 2nd Choice District 2,Rep. to Congress 3rd Choice District 2,Rep. to Congress 4th Choice District 2,Rep. to Congress 5th Choice District 2
10096,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10098,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
10101,Brewer W1,CAN Ballot Style 61,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
10104,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10105,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10108,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
10109,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10111,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10115,Brewer W1,CAN Ballot Style 61,"Bond, Tiffany L.","DEM Golden, Jared F.",overvote,"REP Poliquin, Bruce",undervote
10117,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,"DEM Golden, Jared F.","Bond, Tiffany L."
10118,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10120,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
10121,Brewer W1,CAN Ballot Style 61,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
10123,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
10124,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
10125,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10130,Brewer W1,CAN Ballot Style 60,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,"REP Poliquin, Bruce"
10132,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
10133,Brewer W1,CAN Ballot Style 60,undervote,undervote,undervote,undervote,undervote
10134,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
10136,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
10137,Brewer W1,CAN Ballot Style 60,undervote,undervote,undervote,undervote,undervote
10138,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10139,Brewer W1,CAN Ballot Style 61,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10140,Brewer W1,CAN Ballot Style 60,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
10141,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10143,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10145,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10146,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
10147,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10149,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"DEM Golden, Jared F."
10153,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10155,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10161,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
10162,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10165,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
10168,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10169,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10170,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10173,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10175,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10177,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
10178,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10185,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
10187,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10189,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10191,Brewer W1,CAN Ballot Style 60,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",overvote,"REP Poliquin, Bruce"
10192,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10194,Brewer W1,CAN Ballot Style 60,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce",undervote
10195,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10196,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10197,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
10198,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
10199,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10201,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10206,Brewer W1,CAN Ballot Style 60,undervote,undervote,undervote,undervote,undervote
10207,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10209,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10210,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10211,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10213,Brewer W1,CAN Ballot Style 61,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10215,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","DEM Golden, Jared F."
10218,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10220,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
10222,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10223,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
10227,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10229,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
10230,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10233,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10235,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10237,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce",undervote
10240,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10243,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
10245,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10246,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
10247,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
10250,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10251,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10252,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10253,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10261,Brewer W1,CAN Ballot Style 61,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10263,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10264,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote,undervote
10265,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
10266,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10267,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
10268,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10269,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10270,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
10271,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10272,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
10273,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10276,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10278,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10280,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10283,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10284,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10286,Brewer W1,CAN Ballot Style 61,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10289,Brewer W1,CAN Ballot Style 60,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
10292,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",undervote
10296,Brewer W1,CAN Ballot Style 61,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10297,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
10298,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10299,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10302,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote,undervote
10304,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10306,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10308,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10309,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10312,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10313,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
10315,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
10316,Brewer W1,CAN Ballot Style 61,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10321,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,"REP Poliquin, Bruce"
10323,Brewer W1,CAN Ballot Style 61,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10324,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10325,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10328,Brewer W1,CAN Ballot Style 60,"Bond, Tiffany L.",undervote,undervote,undervote,undervote
10329,Brewer W1,CAN Ballot Style 61,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10330,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10333,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10334,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
10336,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10339,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote,undervote
10344,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10345,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,"REP Poliquin, Bruce"
10346,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10347,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10348,Brewer W1,CAN Ballot Style 60,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,undervote
10349,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
10350,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,overvote
10352,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","REP Poliquin, Bruce",undervote,undervote
10355,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10356,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
10359,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10361,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10362,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10364,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10365,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10366,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10368,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10371,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10375,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
10377,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10378,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote,undervote
10384,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10386,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10388,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10389,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
10392,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
10394,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote,undervote
10395,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10396,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10398,Brewer W1,CAN Ballot Style 60,"Hoar, William R.S.",undervote,"Bond, Tiffany L.","REP Poliquin, Bruce","DEM Golden, Jared F."
10399,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
10400,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10402,Brewer W1,CAN Ballot Style 60,"Hoar, William R.S.",undervote,undervote,undervote,undervote
10403,Brewer W1,CAN Ballot Style 60,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
10404,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10405,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote,undervote
10407,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
10408,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10412,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10413,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
10416,Brewer W1,CAN Ballot Style 60,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote,undervote
